CODUSU,NRO_HOGAR,PONDERA,Parentesco,Sexo,Edad,Estado_Civil,Cobertura_Medica,Sabe_leer,Lugar_Nac,NIVEL_ED,Trabajo,CAT_OCUP,CAT_INAC,Y
304262,1,1564,1,2,80,5,1,1,1,6,3,0,1,4460
304262,1,1564,8,2,76,4,1,1,1,2,3,0,1,4460
304262,1,1564,9,1,46,3,4,1,1,6,1,2,0,4460
301038,1,1759,1,1,47,1,4,1,1,2,1,3,0,3590
301038,1,1759,2,2,57,1,4,1,1,2,1,3,0,3590
301038,1,1759,7,1,81,5,1,1,1,2,3,0,1,3590
307661,1,1070,1,1,85,2,1,1,1,2,3,0,1,1975
307661,1,1070,2,2,78,2,1,1,2,2,3,0,1,1975
312086,1,1162,1,2,66,4,1,2,3,7,3,0,1,4575
312086,1,1162,3,2,37,3,1,1,1,4,1,3,0,4575
312086,1,1162,5,1,15,5,1,1,1,3,3,0,3,4575
312086,1,1162,5,2,11,5,1,1,1,1,3,0,3,4575
307787,1,1366,1,1,36,1,4,1,4,5,1,1,0,5500
307787,1,1366,2,2,21,1,4,1,1,4,3,0,4,5500
309652,1,1394,1,1,67,4,1,1,1,2,1,2,0,9950
309652,1,1394,4,1,42,1,1,1,3,6,1,3,0,9950
309652,1,1394,3,2,36,1,1,1,1,4,1,2,0,9950
309652,1,1394,5,2,4,5,1,2,1,7,4,0,5,9950
309484,1,1495,1,1,42,2,1,1,1,2,1,3,0,1600
309484,1,1495,2,2,40,2,1,1,3,4,3,0,4,1600
309484,1,1495,9,2,56,5,4,1,1,4,2,3,0,1600
310375,1,1446,1,1,43,2,1,1,1,4,1,3,0,10250
310375,1,1446,2,2,40,2,1,1,1,4,3,0,4,10250
310375,1,1446,3,1,5,5,1,2,1,7,4,0,5,10250
310375,1,1446,3,2,3,5,1,2,1,7,4,0,5,10250
308795,1,1362,1,1,69,2,1,1,1,1,3,0,1,16995
308795,1,1362,2,2,60,2,1,1,3,6,1,3,0,16995
308795,1,1362,3,2,40,5,1,1,1,6,1,3,0,16995
308795,1,1362,3,2,27,5,1,1,1,6,1,3,0,16995
308795,1,1362,3,1,36,5,1,1,1,4,1,3,0,16995
310234,1,1218,1,2,54,3,1,1,3,2,3,0,4,3100
310234,1,1218,3,1,23,5,1,1,2,4,1,3,0,3100
146802,1,1320,1,2,42,5,1,1,3,3,1,3,0,6980
146802,1,1320,3,2,20,5,1,1,1,5,1,3,0,6980
146802,1,1320,3,2,19,5,1,1,1,4,1,3,0,6980
146802,1,1320,3,2,17,5,1,1,1,3,3,0,3,6980
199780,1,1322,1,2,73,2,1,1,3,2,3,0,1,3500
199780,1,1322,2,1,72,2,1,1,3,2,3,0,1,3500
199780,1,1322,3,2,44,5,12,1,1,6,1,3,0,3500
214745,1,1626,1,1,36,1,4,1,3,1,1,2,0,2134
214745,1,1626,2,2,32,1,4,1,3,2,3,0,4,2134
214745,1,1626,3,2,13,5,4,1,3,1,3,0,3,2134
214745,1,1626,3,1,1,5,4,3,1,7,4,0,5,2134
213744,1,1712,1,1,35,1,1,1,1,2,1,3,0,3500
213744,1,1712,2,2,41,1,1,1,1,2,3,0,4,3500
213744,1,1712,3,1,7,5,1,1,1,1,4,0,3,3500
200709,1,1385,1,2,53,2,4,1,1,4,3,0,4,2600
200709,1,1385,2,1,58,2,4,1,1,2,1,2,0,2600
200709,1,1385,3,1,24,5,4,1,1,3,3,0,7,2600
200709,1,1385,3,1,22,5,1,1,1,3,1,3,0,2600
238711,1,1192,1,2,81,4,1,1,1,1,3,0,1,3100
238711,1,1192,5,1,32,5,4,1,1,4,1,3,0,3100
145604,1,1095,1,1,68,3,1,1,1,3,1,3,0,3800
280620,1,1135,1,1,54,2,1,1,1,4,1,3,0,10900
280620,1,1135,2,2,53,2,1,1,1,5,1,3,0,10900
177669,1,1391,1,1,48,2,1,1,3,4,1,3,0,7200
177669,1,1391,2,2,39,2,1,1,5,6,1,3,0,7200
177669,1,1391,3,1,5,5,1,1,1,7,4,0,5,7200
223538,1,1056,1,1,52,2,1,1,1,6,1,2,0,6700
223538,1,1056,2,2,54,2,1,1,1,6,1,4,0,6700
223538,1,1056,3,1,28,1,1,1,1,4,1,3,0,6700
223538,1,1056,4,2,25,1,1,1,1,4,3,0,4,6700
223538,1,1056,5,1,4,5,1,1,1,7,4,0,5,6700
221993,1,1336,1,2,32,5,4,1,1,3,1,3,0,3800
221993,1,1336,8,1,45,5,1,1,2,2,1,2,0,3800
221993,1,1336,3,2,3,5,1,1,1,7,4,0,5,3800
210386,1,1405,1,1,33,1,12,1,1,5,1,3,0,11500
210386,1,1405,2,2,32,1,2,1,1,6,1,3,0,11500
306637,1,1378,1,2,64,5,1,1,3,2,3,0,1,3300
306637,1,1378,8,2,59,3,2,1,3,2,1,2,0,3300
306637,1,1378,8,2,53,4,2,1,3,2,1,3,0,3300
301259,1,1441,1,1,72,2,1,1,3,2,3,0,1,1600
301259,1,1441,2,2,70,2,1,1,3,2,3,0,1,1600
301259,2,1441,1,1,37,2,1,1,1,2,1,3,0,2200
301259,2,1441,2,2,38,2,1,1,1,3,3,0,6,2200
301259,2,1441,3,2,12,5,1,1,1,3,3,0,3,2200
301259,2,1441,3,2,7,5,1,2,1,1,4,0,3,2200
301220,1,1861,1,1,47,2,1,1,1,4,1,3,0,5000
301220,1,1861,2,2,44,2,1,1,1,4,3,0,4,5000
305095,1,1450,1,1,79,5,1,1,3,1,3,0,1,890
304901,1,1498,1,1,53,2,1,1,2,3,1,1,0,3000
304901,1,1498,2,2,44,2,1,1,1,2,3,0,4,3000
304901,1,1498,3,2,13,5,1,1,1,3,3,0,3,3000
304901,1,1498,3,2,8,5,1,1,1,1,4,0,3,3000
305722,1,1539,1,1,62,2,1,1,3,2,3,0,1,2430
305722,1,1539,2,2,56,2,1,1,3,2,1,3,0,2430
305722,1,1539,3,1,33,5,1,1,1,2,3,0,6,2430
305722,1,1539,3,2,28,5,4,1,1,3,1,3,0,2430
305722,1,1539,3,2,23,5,4,1,1,3,1,3,0,2430
305722,1,1539,3,1,21,5,4,1,1,3,1,3,0,2430
309969,1,1243,1,2,68,4,1,1,1,4,3,0,1,2895
309969,1,1243,10,1,53,3,4,1,1,4,2,2,0,2895
310376,1,1440,1,1,45,2,1,1,2,3,1,2,0,3900
310376,1,1440,2,2,48,2,1,1,2,2,1,3,0,3900
310376,1,1440,3,1,23,5,4,1,1,3,1,3,0,3900
310376,1,1440,3,2,19,5,1,1,1,3,3,0,3,3900
310376,1,1440,7,2,71,4,1,1,4,3,3,0,1,3900
307150,1,1353,1,2,76,4,1,1,4,2,3,0,1,1300
307150,2,1353,1,1,39,1,1,1,1,2,1,3,0,5500
307150,2,1353,2,2,41,1,1,1,1,6,1,3,0,5500
307150,2,1353,3,2,13,5,1,1,1,3,3,0,3,5500
307150,2,1353,3,2,8,5,1,1,1,1,4,0,3,5500
311909,1,1572,1,1,45,1,4,1,1,6,1,2,0,3540
311909,1,1572,2,2,40,1,4,1,3,4,1,3,0,3540
311909,1,1572,3,2,11,5,4,1,1,1,3,0,3,3540
308998,1,1447,1,1,49,5,4,1,1,2,1,3,0,3700
308998,1,1447,3,1,22,5,4,1,1,3,1,3,0,3700
308998,1,1447,3,2,17,5,4,1,1,3,3,0,4,3700
308998,1,1447,3,1,5,5,4,2,1,7,4,0,5,3700
242311,1,1704,1,1,47,2,1,1,3,4,1,2,0,10670
242311,1,1704,2,2,46,2,1,1,3,6,1,3,0,10670
242311,1,1704,3,2,22,5,1,1,3,5,3,0,3,10670
242311,1,1704,3,2,16,1,1,1,1,3,3,0,3,10670
242311,1,1704,4,1,24,1,1,1,1,3,1,3,0,10670
242311,1,1704,5,1,-1,5,1,3,1,7,4,0,5,10670
127443,1,1575,1,1,55,2,1,1,3,2,1,3,0,6830
127443,1,1575,2,2,59,2,1,1,3,2,3,0,4,6830
127443,1,1575,3,1,32,5,1,1,1,5,1,3,0,6830
127443,1,1575,6,2,75,4,1,1,3,2,3,0,1,6830
178022,1,1854,1,1,37,2,1,1,1,2,1,3,0,1880
178022,1,1854,2,2,37,2,1,1,3,2,3,0,4,1880
178022,1,1854,3,1,13,5,1,1,1,3,3,0,3,1880
178022,1,1854,3,1,11,5,1,1,1,1,3,0,3,1880
181038,2,1873,1,1,33,2,1,1,1,4,1,3,0,4600
181038,2,1873,2,2,33,2,1,1,1,4,3,0,4,4600
181038,2,1873,3,1,1,5,1,3,1,7,4,0,5,4600
142529,1,1426,1,1,60,2,1,1,3,3,1,3,0,4000
142529,1,1426,2,2,60,2,1,1,3,4,1,2,0,4000
142529,1,1426,3,2,22,5,1,2,1,7,3,0,1,4000
155163,1,1699,1,1,44,2,4,1,1,1,1,2,0,9150
155163,1,1699,2,2,47,2,4,1,1,2,3,0,4,9150
155163,1,1699,3,2,25,5,1,1,1,3,1,3,0,9150
155163,1,1699,3,2,24,5,4,1,1,5,1,3,0,9150
155163,1,1699,3,1,19,5,4,1,1,3,3,0,3,9150
278576,1,1638,1,2,41,3,1,1,1,5,1,3,0,3900
278576,1,1638,3,1,17,5,1,1,1,3,3,0,3,3900
278576,1,1638,3,1,14,5,1,1,1,3,3,0,3,3900
189136,1,1507,1,2,56,3,1,1,3,1,1,3,0,3960
189136,1,1507,3,2,22,5,4,1,1,3,1,3,0,3960
189136,1,1507,3,1,27,5,4,1,3,4,1,3,0,3960
189136,1,1507,5,1,3,5,4,2,1,7,4,0,5,3960
189136,1,1507,3,2,35,5,4,1,3,6,1,3,0,3960
306178,1,1690,1,1,54,2,1,1,1,4,1,3,0,14050
306178,1,1690,2,2,48,2,1,1,1,2,1,3,0,14050
306178,1,1690,3,1,27,1,1,1,1,3,1,3,0,14050
306178,1,1690,3,2,18,5,1,1,1,5,1,3,0,14050
306178,1,1690,4,2,30,1,1,1,1,2,1,3,0,14050
302966,1,1697,1,1,39,2,1,1,1,5,1,3,0,6700
302966,1,1697,2,2,41,2,1,1,1,5,1,3,0,6700
302966,1,1697,3,1,11,5,1,1,1,1,3,0,3,6700
302966,1,1697,3,2,6,5,1,2,1,1,4,0,3,6700
302966,1,1697,3,1,8,5,1,1,1,1,4,0,3,6700
305850,1,1461,1,1,58,2,4,1,2,3,1,2,0,3300
305850,1,1461,2,2,58,2,4,1,3,1,3,0,4,3300
305850,1,1461,3,1,28,5,4,1,1,4,1,3,0,3300
305850,1,1461,3,1,21,5,4,1,1,3,1,3,0,3300
301000,1,1469,1,1,39,2,4,1,1,2,1,3,0,2320
301000,1,1469,2,2,40,2,4,1,1,2,3,0,4,2320
301000,1,1469,3,1,18,5,4,1,1,2,3,0,4,2320
301000,1,1469,3,2,16,5,4,1,1,3,3,0,4,2320
301000,1,1469,3,2,14,5,4,1,1,3,3,0,3,2320
301000,1,1469,3,2,12,5,4,1,1,1,3,0,3,2320
301000,1,1469,3,2,9,5,4,1,1,1,4,0,3,2320
305044,1,1190,1,1,70,2,1,1,3,4,3,0,1,2700
305044,1,1190,2,2,65,2,1,1,2,3,3,0,4,2700
305044,1,1190,6,1,92,4,1,1,3,2,3,0,1,2700
304747,1,1697,1,1,37,1,1,1,2,1,1,3,0,3000
304747,1,1697,2,2,32,1,1,1,3,2,3,0,4,3000
304747,1,1697,3,1,11,5,1,1,1,1,3,0,3,3000
304747,1,1697,3,1,7,5,1,1,1,1,4,0,3,3000
304747,1,1697,3,2,2,5,1,2,1,7,4,0,5,3000
307371,1,1752,1,1,34,3,4,1,3,4,1,2,0,8660
307371,1,1752,6,2,53,4,2,1,3,2,3,0,4,8660
307371,1,1752,8,1,40,5,4,1,1,5,1,3,0,8660
307371,1,1752,8,1,24,5,4,1,1,3,1,3,0,8660
307371,1,1752,3,1,13,5,1,1,1,3,3,0,3,8660
311209,1,1547,1,2,35,5,1,1,1,4,1,3,0,4000
311209,1,1547,3,1,2,5,1,2,1,7,4,0,5,4000
311015,1,1141,1,2,40,1,1,1,4,3,1,2,0,4840
311015,1,1141,3,2,18,5,1,1,4,3,2,0,0,4840
311015,1,1141,3,1,16,5,1,1,1,3,3,0,1,4840
311015,1,1141,3,1,14,5,1,1,1,3,3,0,3,4840
311015,1,1141,3,2,12,5,1,1,1,1,3,0,3,4840
311015,1,1141,3,2,10,5,1,1,1,1,3,0,3,4840
311015,1,1141,3,2,9,5,1,1,1,1,4,0,3,4840
311015,1,1141,3,2,7,5,1,1,1,1,4,0,3,4840
311015,1,1141,2,1,57,1,4,1,1,4,1,2,0,4840
311836,1,1396,1,2,54,4,1,1,1,4,1,3,0,2068
312292,1,1472,1,2,29,2,4,1,1,2,3,0,4,2144
312292,1,1472,2,1,35,2,4,1,1,2,1,3,0,2144
312292,1,1472,3,2,2,5,4,2,1,7,4,0,5,2144
311964,1,1541,1,1,32,1,1,1,1,4,1,3,0,3300
311964,1,1541,2,2,22,1,1,1,1,4,3,0,4,3300
311964,1,1541,3,1,2,5,1,2,1,7,4,0,5,3300
152475,1,1182,1,1,63,2,4,1,3,3,1,1,0,2700
152475,1,1182,2,2,65,2,4,1,3,5,1,1,0,2700
152475,1,1182,3,2,24,5,1,1,1,5,1,3,0,2700
152475,1,1182,3,1,9,5,4,1,1,1,4,0,3,2700
152475,1,1182,3,2,22,5,4,1,1,5,1,4,0,2700
152475,1,1182,3,2,18,5,4,1,1,5,1,4,0,2700
152475,1,1182,3,1,20,5,4,1,1,4,1,3,0,2700
240820,1,1642,1,2,65,5,1,1,3,2,1,3,0,1350
240820,1,1642,3,1,33,5,4,1,1,2,2,3,0,1350
199466,1,1771,1,1,45,2,2,1,1,6,1,3,0,11460
199466,1,1771,2,2,45,2,2,1,1,6,1,1,0,11460
199466,1,1771,3,2,28,5,2,1,1,5,3,0,3,11460
199466,1,1771,3,2,16,5,2,1,1,3,1,3,0,11460
152131,1,1468,1,1,55,2,1,1,3,2,1,3,0,4950
152131,1,1468,2,2,47,2,1,1,1,2,3,0,4,4950
152131,1,1468,7,2,87,4,1,1,3,2,3,0,1,4950
152131,1,1468,3,1,14,5,1,1,1,3,3,0,3,4950
152131,1,1468,3,1,22,5,4,1,1,3,1,3,0,4950
152131,1,1468,3,2,10,5,1,1,1,1,3,0,3,4950
280435,1,1509,1,1,74,5,1,1,3,1,3,0,1,800
248163,1,1686,1,1,34,2,1,1,1,3,1,3,0,4500
248163,1,1686,2,2,32,2,1,1,1,5,3,0,3,4500
248163,1,1686,3,1,7,5,1,1,1,1,4,0,3,4500
248163,1,1686,3,2,8,5,1,1,1,1,4,0,3,4500
228632,1,1686,1,2,57,3,4,1,1,2,1,3,0,3000
228632,1,1686,3,2,25,5,1,1,1,5,1,3,0,3000
138752,1,1203,1,2,71,4,1,1,1,2,3,0,1,3680
138752,1,1203,3,2,38,3,1,1,1,5,1,3,0,3680
138752,1,1203,5,2,19,5,1,1,1,5,2,3,0,3680
273024,1,1244,1,2,50,4,1,1,1,2,2,3,0,0
273024,1,1244,3,1,22,5,4,1,1,2,1,3,0,0
238250,1,1162,1,2,76,4,1,1,1,2,3,0,1,1100
148192,1,1312,1,1,58,1,4,1,1,2,1,2,0,4600
179095,1,1162,1,2,70,3,1,1,3,2,3,0,1,650
246704,1,1378,1,2,25,1,1,1,1,4,1,3,0,12200
246704,1,1378,2,1,29,1,1,1,1,4,1,3,0,12200
246704,1,1378,8,2,32,1,4,1,1,4,3,0,4,12200
246704,1,1378,9,1,33,1,4,1,1,4,1,2,0,12200
246704,1,1378,9,2,6,5,4,1,1,1,4,0,3,12200
246704,1,1378,6,2,52,3,1,1,3,2,1,3,0,12200
303922,1,1620,1,1,47,2,1,1,3,2,1,3,0,3100
303922,1,1620,2,2,37,2,1,1,1,6,1,3,0,3100
303922,1,1620,3,1,15,5,1,1,1,3,3,0,3,3100
303922,1,1620,3,1,8,5,1,1,1,1,4,0,3,3100
304619,1,1521,1,1,45,2,1,1,1,2,1,3,0,2700
304619,1,1521,2,2,45,2,1,1,3,2,3,0,4,2700
304619,1,1521,3,2,13,5,1,1,1,1,3,0,3,2700
304619,1,1521,3,2,8,5,1,1,1,1,4,0,3,2700
307112,1,1521,1,1,47,5,1,1,3,2,1,3,0,4450
307112,1,1521,6,2,70,4,1,1,3,1,3,0,4,4450
304435,1,1662,1,1,45,5,1,1,1,6,1,3,0,4800
303356,1,1662,1,2,63,4,1,1,5,2,3,0,1,3800
303356,1,1662,3,1,33,3,1,1,1,3,1,3,0,3800
304915,1,1143,1,1,79,2,1,1,5,1,3,0,1,2400
304915,1,1143,2,2,77,2,1,2,5,7,3,0,1,2400
302190,1,1143,1,1,72,2,1,1,5,1,3,0,1,3600
302190,1,1143,2,2,66,2,1,1,1,2,3,0,1,3600
303358,1,1473,1,1,34,1,1,1,1,3,1,3,0,4900
303358,1,1473,2,2,47,1,1,1,3,3,3,0,4,4900
303358,1,1473,3,1,13,5,1,1,1,3,3,0,3,4900
303358,1,1473,3,1,3,5,1,2,1,7,4,0,5,4900
303358,1,1473,9,2,87,4,1,1,3,2,3,0,1,4900
305125,1,1308,1,2,34,3,4,1,1,2,1,3,0,2220
305125,1,1308,3,2,18,5,4,1,1,3,3,0,3,2220
305125,1,1308,3,1,16,5,4,1,1,3,1,3,0,2220
305125,1,1308,3,2,11,5,4,1,1,1,3,0,3,2220
311158,1,2306,1,1,39,1,1,1,1,4,1,3,0,8700
311158,1,2306,2,2,40,1,1,1,1,6,1,3,0,8700
311158,1,2306,3,1,6,5,1,1,1,1,4,0,3,8700
310620,1,2214,1,1,41,1,4,1,1,3,1,2,0,1488
310620,1,2214,2,2,32,1,4,1,1,5,3,0,4,1488
310620,1,2214,3,2,4,5,4,2,1,7,4,0,5,1488
310861,1,1621,1,1,68,2,1,1,1,2,3,0,1,2670
310861,1,1621,2,2,70,2,1,1,1,2,3,0,1,2670
310036,1,1750,1,1,69,2,1,1,1,3,3,0,1,4958
310036,1,1750,2,2,65,2,1,1,1,3,3,0,1,4958
310036,1,1750,3,2,19,1,4,1,1,3,3,0,4,4958
310036,1,1750,4,1,35,1,1,1,3,2,1,3,0,4958
310036,1,1750,5,1,3,5,4,2,1,7,4,0,5,4958
309470,1,2329,1,1,46,1,4,1,4,2,1,3,0,1800
309470,1,2329,2,2,45,1,4,1,3,2,3,0,4,1800
274001,1,1153,1,1,70,2,2,1,5,2,3,0,1,1630
274001,1,1153,2,2,68,2,2,1,5,2,3,0,1,1630
233564,1,1226,1,2,73,3,1,1,3,2,3,0,1,1390
158224,1,1270,1,1,28,2,1,1,1,6,1,3,0,4800
158224,1,1270,2,2,27,2,1,1,1,6,1,3,0,4800
158224,1,1270,3,1,-1,5,1,3,1,7,4,0,5,4800
152017,1,1640,1,2,31,1,4,1,4,4,1,3,0,11100
152017,1,1640,8,1,27,5,1,1,4,4,1,3,0,11100
152017,1,1640,8,1,21,5,4,1,4,4,1,3,0,11100
152017,1,1640,8,1,24,5,4,1,4,4,1,3,0,11100
152017,1,1640,2,1,31,1,4,1,4,4,1,3,0,11100
277737,1,1245,1,1,70,2,1,1,5,2,2,2,0,2300
277737,1,1245,2,2,62,2,1,1,5,2,3,0,1,2300
186228,1,1153,1,1,71,1,1,1,3,2,3,0,1,1490
186228,1,1153,2,2,66,1,1,1,3,1,3,0,1,1490
192644,1,1405,1,2,74,4,1,1,5,1,3,0,1,3100
192644,1,1405,3,1,36,5,4,1,1,4,1,2,0,3100
246745,1,1364,1,1,56,2,1,1,1,4,1,3,0,5800
246745,1,1364,2,2,57,2,1,1,1,4,2,0,0,5800
246745,1,1364,3,1,27,5,1,1,1,4,1,3,0,5800
166129,1,1349,1,2,51,4,1,1,3,2,3,0,1,1350
255749,1,1433,1,2,72,4,1,1,1,6,3,0,4,2410
255749,1,1433,3,1,38,5,4,1,1,3,1,2,0,2410
255749,1,1433,3,1,27,5,4,1,1,4,2,3,0,2410
183133,1,1429,1,2,38,3,3,1,1,3,1,2,0,1144
183133,1,1429,3,2,10,5,3,1,1,1,3,0,3,1144
149458,1,1590,1,1,36,2,1,1,1,4,1,3,0,7800
149458,1,1590,2,2,37,2,1,1,1,4,1,3,0,7800
149458,1,1590,3,1,16,5,1,1,1,1,3,0,3,7800
149458,1,1590,3,2,11,5,1,1,1,1,3,0,3,7800
149458,1,1590,3,1,2,5,1,2,1,7,4,0,5,7800
306006,1,1137,1,2,83,4,1,1,1,1,3,0,1,890
300697,1,1385,1,1,40,2,1,1,3,4,1,3,0,1800
300697,1,1385,2,2,42,2,1,1,3,7,3,0,4,1800
300697,1,1385,3,2,11,5,1,1,1,1,3,0,3,1800
300697,1,1385,3,2,9,5,1,1,1,1,4,0,3,1800
304876,1,1163,1,2,45,5,4,1,1,3,1,2,0,1038
304876,1,1163,3,2,19,5,4,1,1,3,3,0,3,1038
304876,1,1163,3,2,17,5,4,1,1,3,3,0,3,1038
304876,1,1163,3,2,12,5,4,1,1,1,3,0,3,1038
303598,1,1456,1,1,38,1,4,1,1,2,1,3,0,600
303598,1,1456,2,2,38,1,4,1,1,2,3,0,4,600
303598,1,1456,3,1,15,5,4,1,1,3,3,0,3,600
303598,1,1456,3,2,7,5,4,1,1,1,4,0,3,600
302745,1,1319,1,1,41,2,4,1,1,4,1,3,0,3430
302745,1,1319,2,2,37,2,4,1,1,4,3,0,4,3430
302745,1,1319,3,2,16,5,4,1,1,3,3,0,3,3430
302745,1,1319,3,2,8,5,4,1,1,1,4,0,3,3430
302745,1,1319,3,2,6,5,4,1,1,1,4,0,3,3430
304260,1,1070,1,1,68,2,1,1,2,2,1,2,0,1860
304260,1,1070,2,2,65,2,1,1,2,2,3,0,1,1860
311029,1,1437,1,1,49,2,1,1,1,3,1,3,0,3570
311029,1,1437,2,2,48,2,1,1,1,6,1,3,0,3570
311029,1,1437,3,2,20,5,1,1,1,4,2,3,0,3570
311029,1,1437,3,2,17,5,1,1,1,3,3,0,3,3570
308304,1,1271,1,1,31,1,4,1,1,2,1,2,0,3000
308304,1,1271,2,2,29,1,4,1,1,4,1,4,0,3000
308304,1,1271,3,1,10,5,4,1,1,1,3,0,3,3000
308304,1,1271,3,2,8,5,4,1,1,1,4,0,3,3000
308304,1,1271,3,1,4,5,4,2,1,7,4,0,5,3000
308304,1,1271,3,1,1,5,4,3,1,7,4,0,5,3000
309472,1,1108,1,1,90,2,1,1,2,1,3,0,1,2830
309472,1,1108,2,2,85,2,1,1,3,2,3,0,1,2830
309472,1,1108,5,2,31,5,4,1,1,3,3,0,4,2830
309472,1,1108,9,1,11,5,4,1,1,1,3,0,3,2830
309472,1,1108,9,2,-1,5,4,3,1,7,4,0,5,2830
311239,1,1162,1,2,86,4,1,1,5,2,3,0,1,1800
312120,1,1160,1,1,51,2,1,1,1,2,1,3,0,2500
312120,1,1160,2,2,50,2,1,1,1,4,3,0,4,2500
312120,1,1160,3,2,14,5,1,1,1,1,3,0,3,2500
312120,1,1160,3,1,12,5,1,1,1,1,3,0,3,2500
312120,1,1160,3,1,9,5,1,1,1,1,4,0,3,2500
307181,1,1540,1,1,43,1,4,1,1,2,1,2,0,800
307181,1,1540,2,2,34,1,4,1,1,1,3,0,4,800
307181,1,1540,3,1,8,5,4,1,1,1,4,0,3,800
307181,1,1540,3,1,3,5,4,2,1,7,4,0,5,800
264410,1,1340,1,2,56,5,4,1,5,5,1,2,0,3300
264410,1,1340,3,1,19,5,1,1,1,3,1,3,0,3300
222232,1,1381,1,1,79,2,1,1,1,2,1,2,0,5400
222232,1,1381,2,2,76,2,1,1,1,2,3,0,1,5400
222232,1,1381,3,1,53,5,1,1,1,1,1,2,0,5400
222232,1,1381,3,1,37,5,1,1,1,4,1,3,0,5400
226902,1,1549,1,2,62,2,2,1,1,3,3,0,1,10800
226902,1,1549,2,1,59,2,2,1,1,4,1,1,0,10800
226902,1,1549,3,1,30,5,2,1,1,4,1,3,0,10800
218687,1,1251,1,2,80,4,1,1,5,1,3,0,1,1900
175826,1,1360,1,1,63,2,4,1,5,3,2,2,0,1900
175826,1,1360,2,2,60,2,4,1,1,4,3,0,1,1900
175826,1,1360,3,1,26,5,1,1,1,5,1,3,0,1900
223994,1,1508,1,2,45,3,1,1,1,6,1,3,0,7500
156509,1,1419,1,1,29,1,1,1,2,4,1,3,0,4580
156509,1,1419,2,2,31,1,1,1,1,4,1,3,0,4580
156509,1,1419,3,2,9,5,1,1,1,1,4,0,3,4580
269563,1,1613,1,2,44,2,1,1,1,6,1,3,0,4200
269563,1,1613,2,1,45,2,4,1,1,4,1,3,0,4200
269563,1,1613,3,1,22,5,1,1,1,5,1,3,0,4200
269563,1,1613,3,2,21,5,1,1,1,5,1,3,0,4200
134682,1,1545,1,1,43,2,1,1,1,2,1,3,0,3000
134682,1,1545,2,2,41,2,1,1,1,4,3,0,4,3000
134682,1,1545,3,2,11,5,1,1,1,1,3,0,3,3000
134682,1,1545,3,1,7,5,1,1,1,1,4,0,3,3000
250185,1,1027,1,1,25,1,4,1,4,3,1,3,0,2200
250185,1,1027,2,2,22,1,4,1,4,3,1,3,0,2200
250185,1,1027,8,2,28,3,4,1,4,3,1,3,0,2200
250185,1,1027,3,1,4,5,4,2,1,7,4,0,5,2200
250185,1,1027,10,2,-1,5,4,3,1,7,4,0,5,2200
250185,1,1027,3,2,-1,5,4,3,1,7,4,0,5,2200
135391,1,1413,1,1,66,2,1,1,5,3,1,2,0,7060
135391,1,1413,2,2,60,2,1,1,1,2,3,0,4,7060
135391,1,1413,3,1,32,5,1,1,1,5,1,3,0,7060
254591,1,1328,1,2,68,3,1,1,1,2,1,2,0,3300
254591,1,1328,3,2,31,5,1,1,1,3,3,0,3,3300
219297,2,1282,1,2,22,5,4,1,4,2,1,3,0,800
302838,1,1318,1,1,74,2,1,1,5,4,3,0,1,1515
302838,1,1318,2,2,69,2,1,1,5,4,3,0,1,1515
302959,1,1606,1,2,73,4,1,1,3,1,3,0,1,2100
302959,1,1606,3,1,48,5,4,1,3,3,3,0,7,2100
301559,1,1359,1,1,26,2,1,1,1,3,1,3,0,5260
301559,1,1359,2,2,27,2,1,1,1,4,1,2,0,5260
301559,1,1359,3,2,2,5,1,2,1,7,4,0,5,5260
301559,1,1359,3,1,6,5,1,1,1,1,4,0,3,5260
304331,1,1318,1,1,67,2,1,1,3,3,1,3,0,2580
304331,1,1318,2,2,68,2,1,1,3,2,3,0,1,2580
301679,1,1875,1,1,41,2,1,1,1,6,1,3,0,11300
301679,1,1875,2,2,39,2,1,1,1,5,1,3,0,11300
301679,1,1875,3,1,4,5,1,2,1,7,4,0,5,11300
303274,1,1618,1,2,60,4,1,1,3,4,3,0,1,4650
303274,1,1618,3,2,36,3,1,1,1,5,1,3,0,4650
303274,1,1618,5,1,7,5,1,1,1,1,4,0,3,4650
306808,1,1651,1,1,39,2,1,1,1,6,1,3,0,8700
306808,1,1651,2,2,44,2,1,1,3,5,1,3,0,8700
306808,1,1651,6,2,67,4,1,1,3,2,3,0,1,8700
310990,1,1422,1,2,37,3,4,1,1,2,3,0,2,835
310990,1,1422,3,2,16,5,4,1,1,3,3,0,3,835
310990,1,1422,3,2,10,5,4,1,1,1,3,0,3,835
310990,1,1422,3,1,9,5,4,1,1,1,4,0,3,835
308859,1,1635,1,1,46,2,1,1,1,2,1,3,0,4500
308859,1,1635,2,2,46,2,1,1,1,4,1,3,0,4500
308859,1,1635,3,2,16,5,1,1,1,3,3,0,3,4500
308859,1,1635,3,2,13,5,1,1,1,3,3,0,3,4500
310374,1,1282,1,1,50,2,1,1,1,5,1,3,0,6000
310374,1,1282,2,2,38,2,1,1,1,6,3,0,4,6000
310374,1,1282,3,1,12,5,1,1,1,1,3,0,3,6000
310374,1,1282,3,2,8,5,1,1,1,1,4,0,3,6000
310374,1,1282,3,2,4,5,1,2,1,7,4,0,5,6000
310374,1,1282,7,2,94,4,1,1,1,2,3,0,1,6000
