CODUSU,NRO_HOGAR,PONDERA,Parentesco,Sexo,Edad,Estado_Civil,Cobertura_Medica,Sabe_leer,Lugar_Nac,NIVEL_ED,Trabajo,CAT_OCUP,CAT_INAC,Y
145687,1,1269,3,1,24,5,1,1,1,5,1,3,0,4300
145687,1,1269,3,1,24,5,4,1,1,5,2,3,0,4300
145687,1,1269,3,1,21,5,4,1,1,5,3,0,3,4300
190378,1,1191,1,2,29,4,1,1,5,2,3,0,1,2050
190378,1,1191,5,2,21,5,1,1,1,1,3,0,3,2050
156418,1,1435,1,1,52,2,4,1,1,2,1,3,0,800
156418,1,1435,2,2,47,2,4,1,1,2,3,0,4,800
156418,1,1435,3,1,20,5,4,1,1,5,3,0,3,800
156418,1,1435,3,1,15,5,4,1,1,3,3,0,3,800
156418,1,1435,3,2,13,5,4,1,1,3,3,0,3,800
226024,1,1593,1,1,42,2,1,1,1,3,1,2,0,11000
226024,1,1593,2,2,36,2,1,1,1,5,1,3,0,11000
226024,1,1593,3,1,8,5,1,1,1,1,4,0,3,11000
226024,1,1593,3,2,5,5,1,2,1,7,4,0,5,11000
231191,1,1178,1,1,96,2,1,1,1,3,3,0,1,1885
231191,1,1178,2,2,84,2,1,1,1,2,3,0,1,1885
243093,1,1426,1,2,45,5,2,1,1,6,1,1,0,1100
243093,1,1426,3,2,5,5,2,1,1,7,4,0,5,1100
154164,1,1493,1,2,48,3,1,1,1,6,1,3,0,8200
154164,1,1493,3,1,8,5,1,2,3,1,4,0,3,8200
206249,1,1253,1,2,66,3,1,1,3,2,3,0,1,1750
302213,1,1877,1,1,70,4,1,1,1,2,3,0,1,5800
302213,1,1877,3,1,37,2,2,1,1,3,2,3,0,5800
302213,1,1877,4,2,36,2,2,1,1,6,1,2,0,5800
302213,1,1877,5,1,2,5,2,2,1,7,4,0,5,5800
305305,1,1467,1,2,81,4,1,1,1,4,3,0,1,2100
309206,1,1007,1,1,75,2,1,1,1,4,1,1,0,3900
309206,1,1007,2,2,71,2,1,1,2,6,3,0,1,3900
312704,1,1088,1,2,86,4,1,1,1,2,3,0,1,6900
312704,1,1088,3,1,63,5,1,1,1,2,3,0,1,6900
309438,1,1437,1,1,48,2,1,1,1,6,1,3,0,13000
309438,1,1437,2,2,47,2,1,1,1,6,1,3,0,13000
309438,1,1437,3,1,20,5,1,1,1,5,3,0,3,13000
309438,1,1437,3,1,15,5,1,1,1,3,3,0,3,13000
201459,1,1334,1,1,58,1,1,1,1,5,2,2,0,6600
201459,1,1334,2,2,51,1,1,1,2,3,1,3,0,6600
201459,1,1334,3,1,21,5,1,1,2,5,1,3,0,6600
280739,1,1334,1,1,68,2,1,1,1,2,3,0,1,4404
280739,1,1334,2,2,68,2,1,1,5,2,3,0,1,4404
280739,1,1334,3,1,42,5,2,1,1,3,1,3,0,4404
135804,1,1659,1,1,32,2,1,1,1,4,1,3,0,6900
135804,1,1659,2,2,32,2,1,1,1,6,1,3,0,6900
284213,1,1561,1,2,34,2,1,1,1,6,3,0,4,2000
284213,1,1561,2,1,39,2,1,1,1,5,1,3,0,2000
284213,1,1561,3,2,12,5,1,1,1,3,3,0,3,2000
284213,1,1561,3,1,8,5,1,1,1,1,4,0,3,2000
176830,1,1479,1,1,36,2,1,1,1,4,1,3,0,9500
176830,1,1479,2,2,38,2,1,1,1,5,1,3,0,9500
176830,1,1479,3,2,11,5,1,1,1,1,3,0,3,9500
176830,1,1479,3,1,7,5,1,1,1,1,4,0,3,9500
176830,1,1479,3,2,5,5,1,2,1,7,4,0,5,9500
226685,1,1344,1,2,60,5,1,1,1,4,1,3,0,800
143472,1,1589,1,1,36,1,4,1,1,4,1,3,0,1400
143472,1,1589,2,2,31,1,4,1,1,4,3,0,4,1400
143472,1,1589,3,2,11,5,4,1,1,1,3,0,3,1400
143472,1,1589,3,1,8,5,4,1,1,1,4,0,3,1400
232632,1,1655,1,1,32,1,1,1,1,3,1,3,0,3000
232632,1,1655,2,2,33,1,1,1,3,3,3,0,4,3000
232632,1,1655,3,1,13,5,1,1,1,1,3,0,3,3000
232632,1,1655,3,1,9,5,1,1,1,1,4,0,3,3000
215529,1,1255,1,2,57,3,1,1,1,4,3,0,1,1000
215529,1,1255,3,2,19,5,1,1,1,4,3,0,4,1000
215529,1,1255,5,1,1,5,1,3,1,7,4,0,5,1000
170210,1,1176,1,2,69,2,1,1,1,4,1,3,0,1600
170210,1,1176,2,1,75,2,1,1,3,2,3,0,1,1600
227638,1,1250,1,2,75,4,1,1,5,2,3,0,1,500
305786,1,2500,1,1,42,3,2,1,1,6,1,1,0,29000
306675,1,1895,1,1,50,2,1,1,1,4,1,3,0,10400
306675,1,1895,2,2,19,2,1,1,1,6,1,3,0,10400
306675,1,1895,3,1,69,5,1,1,1,5,3,0,3,10400
306675,1,1895,3,2,17,5,1,1,1,3,3,0,3,10400
304975,1,2003,1,2,59,4,1,1,1,2,3,0,1,8450
304975,1,2003,3,1,19,5,1,1,1,4,1,3,0,8450
304975,1,2003,3,1,29,5,1,1,1,4,1,3,0,8450
304975,1,2003,3,2,21,5,1,1,1,4,1,3,0,8450
306102,1,2054,1,1,54,2,1,1,1,4,1,2,0,1500
306102,1,2054,2,2,52,2,1,1,1,4,3,0,4,1500
306102,1,2054,3,2,18,5,1,1,1,5,3,0,3,1500
305624,1,2395,1,2,40,5,1,1,1,4,1,3,0,4600
306790,1,1443,1,1,54,3,1,1,1,5,1,2,0,20000
306790,1,1443,3,2,24,5,1,1,1,5,3,0,3,20000
306790,1,1443,3,2,20,5,1,1,1,5,3,0,3,20000
310519,1,1365,1,1,68,2,1,1,1,4,3,0,1,1490
310519,1,1365,2,2,59,2,1,1,1,4,3,0,4,1490
310519,1,1365,3,2,26,5,1,1,1,4,1,3,0,1490
310884,1,1180,1,1,66,2,1,1,5,6,1,3,0,5200
310884,1,1180,2,2,67,2,1,1,1,6,1,3,0,5200
310884,1,1180,7,2,89,4,1,1,5,2,3,0,1,5200
312131,1,1424,1,2,83,3,1,1,5,2,3,0,1,886
309983,1,1447,1,1,67,2,2,1,3,2,1,1,0,5800
309983,1,1447,2,2,59,2,2,1,3,2,3,0,4,5800
197647,1,1475,1,1,48,2,2,1,1,6,1,1,0,10000
197647,1,1475,2,2,46,2,2,1,1,6,1,2,0,10000
197647,1,1475,3,2,19,5,2,1,1,5,3,0,3,10000
197647,1,1475,3,2,16,5,2,1,1,3,3,0,3,10000
221453,1,1253,1,1,23,1,4,1,1,3,1,3,0,2300
221453,1,1253,2,2,21,1,4,1,1,3,1,3,0,2300
285634,1,2824,1,1,30,1,12,1,1,4,1,3,0,4800
285634,1,2824,2,2,23,1,1,1,1,5,1,3,0,4800
264539,1,2413,1,2,38,5,4,1,1,3,1,3,0,2230
264539,1,2413,3,2,5,5,4,1,1,7,4,0,5,2230
264539,1,2413,6,2,65,3,1,1,2,1,1,3,0,2230
215273,1,2654,1,1,60,5,4,1,1,4,1,3,0,4400
175607,1,2834,1,2,44,5,1,1,1,6,1,3,0,8800
250161,1,2212,1,1,83,2,1,1,1,4,3,0,1,1500
250161,1,2212,2,2,85,2,1,1,1,4,3,0,4,1500
304540,1,4247,1,1,67,1,1,1,3,1,3,0,1,2700
304540,1,4247,2,2,61,1,1,1,3,5,1,3,0,2700
304540,1,4247,3,1,31,5,1,1,2,3,1,3,0,2700
301946,1,3521,1,2,69,4,1,1,3,2,3,0,1,2000
301946,1,3521,3,2,46,3,4,1,1,3,1,3,0,2000
301946,1,3521,5,1,18,5,4,1,1,3,3,0,3,2000
301946,1,3521,5,2,20,5,4,1,1,5,3,0,3,2000
301946,1,3521,5,2,14,5,4,1,1,3,3,0,3,2000
304774,1,3543,1,1,22,1,4,1,4,3,1,3,0,2600
304774,1,3543,2,2,22,1,4,1,4,2,3,0,4,2600
304774,1,3543,3,2,2,5,4,2,4,7,4,0,5,2600
304774,1,3543,3,1,-1,5,4,3,1,7,4,0,5,2600
306639,1,3120,1,1,27,1,4,1,5,5,1,3,0,4200
306639,1,3120,2,2,19,1,4,1,5,4,1,3,0,4200
306639,1,3120,3,1,-1,5,4,3,1,7,4,0,5,4200
306639,1,3120,9,2,20,5,4,1,5,2,3,0,4,4200
306639,1,3120,9,2,1,5,4,3,5,7,4,0,5,4200
306639,1,3120,9,2,22,5,4,1,5,4,1,3,0,4200
309830,1,1592,1,1,46,1,2,1,1,6,1,1,0,13200
309830,1,1592,2,2,53,1,2,1,1,5,3,0,4,13200
309830,1,1592,3,1,30,5,2,1,1,4,1,3,0,13200
309830,1,1592,3,1,17,5,2,1,1,3,3,0,7,13200
308433,1,1168,1,2,78,4,1,1,1,4,3,0,1,1200
309866,1,1402,1,2,27,1,1,1,1,6,1,3,0,4600
309866,1,1402,2,1,34,1,1,1,1,5,1,3,0,4600
309509,1,1231,1,2,29,5,1,1,1,6,1,2,0,3000
166804,1,1178,1,1,66,2,1,1,5,4,3,0,1,2300
166804,1,1178,2,2,56,2,1,1,5,2,3,0,4,2300
166804,1,1178,3,2,24,5,1,1,1,6,3,0,4,2300
137896,1,1336,1,1,61,2,1,1,5,4,1,3,0,18200
137896,1,1336,2,2,54,2,1,1,1,6,1,2,0,18200
137896,1,1336,3,1,28,5,1,1,1,5,1,3,0,18200
184296,2,1470,1,1,45,4,1,1,3,4,1,3,0,2800
184296,2,1470,3,1,23,5,1,1,3,4,2,3,0,2800
184296,2,1470,3,2,20,5,1,1,3,3,2,3,0,2800
264868,1,1265,1,1,55,2,1,1,1,4,1,3,0,11500
264868,1,1265,2,2,54,2,1,1,1,6,1,3,0,11500
264868,1,1265,3,1,23,5,1,1,1,5,1,3,0,11500
264868,1,1265,3,2,20,5,1,1,1,5,3,0,3,11500
148701,1,1387,1,1,57,5,4,1,3,3,1,2,0,500
229208,1,1328,1,2,44,3,1,1,1,5,1,3,0,2600
229208,1,1328,3,2,15,5,1,1,1,3,3,0,3,2600
229208,1,1328,3,2,13,5,1,1,1,3,3,0,3,2600
285093,1,2109,1,1,39,1,4,1,1,3,1,2,0,5220
285093,1,2109,2,2,35,1,1,1,1,4,1,3,0,5220
244669,1,1643,1,1,67,4,1,1,1,3,3,0,1,3800
258131,1,1906,1,1,57,1,1,1,1,3,1,2,0,1200
258131,1,1906,2,2,47,1,1,1,1,3,3,0,4,1200
231930,1,1761,1,1,63,3,1,1,3,4,2,1,0,0
174278,1,1761,1,1,61,3,1,1,1,3,1,1,0,5000
305822,1,1374,1,2,77,4,1,1,1,2,3,0,1,890
303870,1,1207,1,1,76,2,1,1,1,2,3,0,1,5590
303870,1,1207,2,2,75,2,1,1,1,2,3,0,1,5590
303870,1,1207,5,2,28,1,4,1,1,5,2,3,0,5590
303870,1,1207,5,1,28,1,1,1,1,6,1,3,0,5590
301629,1,1369,1,2,24,5,1,1,1,5,1,3,0,4900
301629,1,1369,10,2,25,5,1,1,2,5,1,3,0,4900
300750,1,1186,1,1,63,2,4,1,2,1,2,2,0,4500
300750,1,1186,2,2,55,2,4,1,1,4,1,3,0,4500
300750,1,1186,3,2,25,5,4,1,1,4,2,3,0,4500
300750,1,1186,3,2,22,5,4,1,1,5,1,3,0,4500
300750,1,1186,7,2,85,4,1,1,1,1,3,0,1,4500
303815,1,1465,1,2,59,4,1,1,2,2,3,0,1,2650
303815,1,1465,3,1,28,5,1,1,1,4,1,3,0,2650
303815,1,1465,3,1,23,5,4,1,1,4,2,3,0,2650
304224,1,1293,1,1,79,2,1,1,1,4,3,0,1,1400
304224,1,1293,2,2,82,2,1,1,1,4,3,0,1,1400
304754,1,1339,1,1,58,2,4,1,1,6,3,0,7,2790
304754,1,1339,2,2,57,2,4,1,3,5,1,2,0,2790
304754,1,1339,3,1,20,5,4,1,1,5,1,3,0,2790
304754,1,1339,9,2,84,5,1,1,1,1,3,0,1,2790
308558,1,1377,1,1,60,2,1,1,1,3,1,2,0,5290
308558,1,1377,2,2,61,2,1,1,1,6,1,3,0,5290
308558,1,1377,3,2,25,5,1,1,1,5,1,3,0,5290
308327,1,1332,1,2,89,4,1,1,2,1,3,0,1,960
306980,1,1628,1,2,62,4,1,1,1,3,1,2,0,3850
306980,1,1628,3,1,34,5,1,1,1,4,1,3,0,3850
311419,1,1694,1,1,44,2,1,1,1,6,1,3,0,6500
311419,1,1694,2,2,43,2,1,1,1,6,2,0,0,6500
311419,1,1694,3,1,11,5,1,1,1,1,3,0,3,6500
311419,1,1694,3,2,8,5,1,1,1,1,4,0,3,6500
311900,1,1783,1,1,32,1,4,1,1,4,1,3,0,2700
311900,1,1783,2,2,30,1,4,1,1,5,1,3,0,2700
311900,1,1783,3,1,-1,5,4,3,1,7,4,0,5,2700
311089,1,1332,1,2,77,4,1,1,1,2,3,0,1,1800
165216,1,1208,1,2,52,4,1,1,1,6,3,0,1,5200
165216,1,1208,3,1,22,5,1,1,1,5,3,0,3,5200
165216,1,1208,3,1,26,5,1,1,1,6,1,2,0,5200
199203,2,1176,1,2,63,4,1,1,1,4,1,3,0,7000
199203,2,1176,9,2,61,4,1,1,3,2,3,0,1,7000
216563,1,1365,1,2,30,5,1,1,1,6,1,3,0,3600
203629,1,1213,1,2,58,4,1,1,1,6,3,0,1,12250
203629,1,1213,3,1,26,5,1,1,1,6,1,3,0,12250
264528,1,1440,1,1,37,1,1,1,1,4,1,3,0,2000
264528,1,1440,2,2,33,1,2,1,1,6,1,2,0,2000
264528,1,1440,3,2,3,5,2,2,1,7,4,0,5,2000
264528,1,1440,3,1,-1,5,2,3,1,7,4,0,5,2000
258887,1,1676,1,2,44,2,1,1,1,6,1,3,0,3000
258887,1,1676,2,1,43,2,1,1,1,6,1,3,0,3000
258887,1,1676,3,1,12,5,1,1,1,3,3,0,3,3000
258887,1,1676,3,1,8,5,1,1,1,1,4,0,3,3000
174664,1,1190,1,1,78,2,1,1,5,2,3,0,1,3282
174664,1,1190,2,2,77,2,1,1,5,2,3,0,1,3282
254469,1,1239,1,1,61,2,1,1,2,2,1,1,0,3300
254469,1,1239,2,2,59,2,1,1,2,2,1,1,0,3300
254469,1,1239,7,2,90,4,1,1,3,2,3,0,1,3300
226106,1,1403,1,1,67,2,1,1,2,3,3,0,1,5485
226106,1,1403,2,2,63,2,1,1,2,4,3,0,1,5485
226106,1,1403,3,2,37,5,1,1,2,6,1,3,0,5485
306005,1,1491,1,1,72,2,1,1,1,4,3,0,1,4600
306005,1,1491,2,2,57,2,1,1,1,5,1,2,0,4600
306005,1,1491,3,1,24,5,1,1,1,5,1,3,0,4600
303910,1,1893,1,1,40,2,1,1,1,5,1,3,0,7500
303910,1,1893,2,2,31,2,1,1,1,6,1,3,0,7500
303910,1,1893,3,2,3,5,1,2,1,7,4,0,5,7500
304531,1,1808,1,1,41,2,2,1,1,4,1,2,0,7000
304531,1,1808,2,2,40,2,2,1,1,5,1,3,0,7000
304531,1,1808,3,2,15,5,2,1,1,3,3,0,3,7000
304531,1,1808,3,2,11,5,2,1,1,1,3,0,3,7000
302736,1,1602,1,1,60,2,4,1,1,2,1,2,0,1200
302736,1,1602,2,2,56,2,4,1,1,2,3,0,4,1200
302736,1,1602,3,1,22,5,4,1,1,5,2,0,0,1200
304296,1,1773,1,1,51,2,1,1,1,6,1,3,0,7000
304296,1,1773,2,2,49,2,1,1,1,6,1,3,0,7000
304296,1,1773,3,1,23,5,1,1,1,5,1,3,0,7000
304296,1,1773,3,1,14,5,1,1,1,3,3,0,3,7000
305880,1,1571,1,1,56,3,1,1,1,5,1,3,0,2000
305880,1,1571,3,1,23,5,1,1,1,5,3,0,3,2000
305880,1,1571,3,2,20,5,1,1,1,5,3,0,3,2000
300846,1,1573,1,2,71,4,1,1,1,2,3,0,1,9500
300846,1,1573,3,2,50,2,1,1,1,4,1,3,0,9500
300846,1,1573,4,1,51,2,1,1,1,3,1,2,0,9500
300846,1,1573,5,1,30,5,1,1,1,4,1,3,0,9500
300846,1,1573,5,2,26,5,1,1,1,5,1,3,0,9500
312216,1,1455,1,1,57,2,1,1,1,5,1,2,0,3600
312216,1,1455,2,2,57,2,1,1,1,3,3,0,4,3600
312216,1,1455,3,1,19,5,1,1,1,5,3,0,3,3600
312216,1,1455,3,1,29,5,4,1,1,6,3,0,7,3600
312031,1,1467,1,1,57,2,1,1,1,4,3,0,7,500
312031,1,1467,2,2,61,2,1,1,3,4,3,0,1,500
312325,1,1312,1,1,62,2,1,1,1,5,1,3,0,10500
312325,1,1312,2,2,61,2,1,1,1,4,3,0,1,10500
312325,1,1312,3,2,24,5,1,1,1,5,1,3,0,10500
312325,1,1312,3,2,29,5,1,1,1,6,1,3,0,10500
308100,1,1312,1,2,53,2,1,1,1,6,1,3,0,6300
308100,1,1312,2,1,62,2,1,1,1,6,1,3,0,6300
308100,1,1312,3,2,26,5,2,1,1,6,1,3,0,6300
308100,1,1312,3,2,21,5,2,1,1,5,3,0,3,6300
309265,1,1517,1,1,54,3,1,1,1,5,1,3,0,6000
308384,1,1619,1,1,41,1,1,1,1,6,1,3,0,20200
308384,1,1619,2,2,47,1,1,1,1,6,3,0,4,20200
308384,1,1619,3,2,13,5,1,1,1,3,1,3,0,20200
308384,1,1619,9,2,2,5,1,2,1,7,4,0,5,20200
308384,1,1619,3,1,-1,5,1,3,1,7,4,0,5,20200
128007,1,1470,1,1,44,1,2,1,1,5,1,1,0,5644
128007,1,1470,2,2,26,1,2,1,1,4,1,4,0,5644
128007,1,1470,3,2,4,5,2,2,1,7,4,0,5,5644
128007,1,1470,3,1,3,5,2,2,1,7,4,0,5,5644
153575,1,1234,1,2,65,2,1,1,1,5,1,3,0,2600
153575,1,1234,2,1,78,2,1,1,3,4,3,0,1,2600
283176,1,1234,1,2,68,2,1,1,3,5,3,0,1,3200
283176,1,1234,2,1,74,2,1,1,5,5,3,0,1,3200
151502,1,1583,1,2,33,1,1,1,1,5,1,1,0,3800
151502,1,1583,2,1,35,1,4,1,1,5,1,1,0,3800
151502,1,1583,3,2,4,5,4,2,1,7,4,0,5,3800
151502,1,1583,3,1,1,5,4,3,1,7,4,0,5,3800
214520,1,1313,1,2,23,5,2,1,1,6,1,3,0,4500
227343,1,1265,1,1,66,2,1,1,1,4,3,0,1,2990
227343,1,1265,2,2,64,2,1,1,3,4,3,0,1,2990
132652,1,1219,1,2,57,2,1,1,1,3,1,3,0,5500
132652,1,1219,2,1,55,2,1,1,1,4,1,3,0,5500
132652,1,1219,6,2,90,4,1,1,1,2,3,0,1,5500
220112,1,1260,1,2,65,2,1,1,1,3,1,2,0,4373
220112,1,1260,2,1,62,2,1,1,1,4,1,3,0,4373
220112,1,1260,3,1,29,5,1,1,1,5,1,3,0,4373
175688,1,1354,1,1,68,2,1,1,1,4,3,0,1,4400
175688,1,1354,2,2,67,2,1,1,1,2,3,0,1,4400
175688,1,1354,3,1,34,3,4,1,1,4,1,2,0,4400
303555,1,1724,1,1,42,2,1,1,1,6,1,3,0,20000
303555,1,1724,2,2,41,2,1,1,1,5,3,0,3,20000
303555,1,1724,3,1,10,5,1,1,1,1,3,0,3,20000
304317,1,1406,1,1,58,2,1,1,1,4,1,1,0,6000
304317,1,1406,2,2,55,2,1,1,1,6,3,0,4,6000
301305,1,1401,1,1,70,2,1,1,1,6,3,0,1,10900
301305,1,1401,2,2,67,2,1,1,1,4,3,0,1,10900
301305,1,1401,3,1,44,3,1,1,1,6,1,3,0,10900
305455,1,1309,1,1,66,2,1,1,5,2,3,0,1,1720
305455,1,1309,2,2,63,2,1,1,1,3,3,0,1,1720
304483,1,1408,1,2,66,3,4,1,5,3,1,3,0,2700
304483,1,1408,3,2,33,5,1,1,5,5,1,3,0,2700
308060,1,1454,1,1,64,5,1,1,1,4,3,0,1,4000
309034,1,1309,1,1,54,1,1,1,1,2,1,3,0,6550
309034,1,1309,2,2,67,1,1,1,2,2,1,2,0,6550
307268,1,1212,1,1,70,2,12,1,1,2,3,0,1,7230
307268,1,1212,2,2,67,2,12,1,1,2,3,0,1,7230
310888,1,1724,1,1,41,2,1,1,1,6,1,3,0,7500
310888,1,1724,2,2,41,2,1,1,1,6,3,0,4,7500
310888,1,1724,3,1,12,5,1,1,1,3,3,0,3,7500
308013,1,1427,1,1,21,5,1,1,1,4,1,3,0,6000
184702,1,1332,1,2,65,2,1,1,2,3,3,0,1,3290
184702,1,1332,2,1,67,2,1,1,1,2,3,0,1,3290
198584,1,1914,1,2,32,2,1,1,1,4,3,0,4,5700
198584,1,1914,2,1,33,2,1,1,1,6,1,3,0,5700
275987,1,1725,1,2,44,2,1,1,1,4,3,0,4,4000
275987,1,1725,2,1,45,2,1,1,1,4,1,2,0,4000
275987,1,1725,3,2,3,5,1,2,1,7,4,0,5,4000
275987,1,1725,3,2,8,5,1,1,1,1,4,0,3,4000
280701,1,1537,1,2,48,4,1,1,1,4,3,0,1,8540
280701,1,1537,3,2,17,5,1,1,1,3,3,0,3,8540
280701,1,1537,3,2,29,5,1,1,1,5,1,3,0,8540
280701,1,1537,3,1,27,5,1,1,1,4,1,3,0,8540
228600,1,1416,1,2,68,5,1,1,3,2,3,0,1,1340
144284,1,1876,1,1,44,2,1,1,1,4,1,3,0,2900
144284,1,1876,2,2,40,2,1,1,1,4,2,3,0,2900
144284,1,1876,3,1,13,5,1,1,1,3,3,0,3,2900
144284,1,1876,3,1,10,5,1,1,1,1,3,0,3,2900
272717,1,1700,1,1,43,2,1,1,3,3,1,3,0,4000
272717,1,1700,2,2,42,2,1,1,3,3,1,2,0,4000
272717,1,1700,3,2,16,5,1,1,1,3,3,0,3,4000
272717,1,1700,3,1,14,5,1,1,1,3,3,0,3,4000
272717,1,1700,3,1,11,5,1,1,1,1,3,0,3,4000
162965,1,1413,1,1,85,4,1,1,1,2,3,0,1,1100
301312,1,1806,1,1,43,2,1,1,2,5,1,3,0,13000
301312,1,1806,2,2,42,2,1,1,1,6,1,3,0,13000
301312,1,1806,3,1,17,5,1,1,1,3,3,0,3,13000
301312,1,1806,3,1,14,5,1,1,1,3,3,0,3,13000
301312,1,1806,3,1,12,5,1,1,2,3,3,0,3,13000
301312,1,1806,3,1,6,5,1,1,2,1,4,0,3,13000
304533,1,1416,1,1,71,2,1,1,1,3,1,2,0,3462
304533,1,1416,4,1,33,2,4,1,3,6,1,1,0,3462
304533,1,1416,2,2,64,2,1,1,1,1,3,0,1,3462
304533,1,1416,3,2,29,2,4,1,1,3,3,0,4,3462
304533,1,1416,5,1,4,5,4,2,1,7,4,0,5,3462
304533,1,1416,5,2,-1,5,4,3,1,7,4,0,5,3462
306091,1,1528,1,1,50,2,1,1,1,6,1,2,0,13000
306091,1,1528,2,2,46,2,1,1,1,6,1,1,0,13000
306091,1,1528,3,2,18,5,1,1,2,5,1,3,0,13000
306091,1,1528,3,2,21,5,1,1,2,5,1,3,0,13000
302873,1,1862,1,1,46,2,1,1,1,5,0,0,0,0
302873,1,1862,2,2,44,2,1,1,1,3,3,0,4,0
302873,1,1862,3,1,18,5,1,1,1,3,3,0,3,0
303063,1,1508,1,1,62,2,1,1,5,4,1,2,0,10000
303063,1,1508,2,2,62,2,1,1,5,3,3,0,4,10000
307614,1,1340,1,1,71,2,1,1,1,3,3,0,1,12900
307614,1,1340,2,2,63,2,1,1,3,6,3,0,1,12900
308929,1,1558,1,2,29,1,4,1,1,2,1,3,0,3350
308929,1,1558,2,1,29,1,1,1,1,3,1,3,0,3350
308929,1,1558,3,2,7,5,4,1,1,1,4,0,3,3350
308929,1,1558,3,1,1,5,1,3,1,7,4,0,5,3350
308929,2,1558,1,1,32,1,4,1,1,2,1,2,0,2000
308929,2,1558,2,2,31,1,4,1,1,4,3,0,4,2000
308929,2,1558,3,1,7,5,4,1,1,1,4,0,3,2000
308929,2,1558,3,1,2,5,4,9,1,7,4,0,5,2000
312753,1,1318,1,2,67,4,1,1,1,4,1,2,0,3200
311936,1,1433,1,1,54,2,1,1,1,6,1,3,0,11000
311936,1,1433,2,2,54,2,1,1,1,5,3,0,4,11000
311936,1,1433,3,1,23,5,1,1,1,4,1,2,0,11000
307741,1,1516,1,1,60,1,1,1,3,6,2,3,0,7500
307741,1,1516,2,2,45,1,1,1,1,4,1,3,0,7500
307741,1,1516,3,1,20,5,1,1,1,5,1,3,0,7500
307741,1,1516,3,2,5,5,1,2,1,7,4,0,5,7500
306861,1,1676,1,1,35,1,1,1,1,6,1,3,0,3800
306861,1,1676,2,2,30,1,1,1,1,6,1,3,0,3800
306861,1,1676,3,1,5,5,1,2,1,7,4,0,5,3800
306861,1,1676,3,2,1,5,1,3,1,7,4,0,5,3800
270992,1,1591,1,1,29,5,1,1,2,4,1,2,0,0
207981,1,1351,1,1,88,2,1,1,5,2,3,0,1,2304
207981,1,1351,2,2,74,2,1,1,5,2,3,0,1,2304
235669,1,1922,1,1,40,1,2,1,1,4,1,2,0,8000
235669,1,1922,2,2,41,1,2,1,1,4,1,2,0,8000
235669,1,1922,3,1,7,5,2,1,1,1,4,0,3,8000
261519,1,1508,1,1,86,2,1,1,2,2,3,0,1,5100
261519,1,1508,2,2,83,2,1,1,2,2,3,0,1,5100
261519,1,1508,3,2,61,3,4,1,2,4,1,3,0,5100
261519,1,1508,5,1,32,5,1,1,1,4,1,2,0,5100
201362,1,1845,1,1,48,2,1,1,1,6,1,3,0,8000
201362,1,1845,2,2,46,2,1,1,1,6,1,2,0,8000
201362,1,1845,3,2,14,5,1,1,1,3,3,0,3,8000
241513,1,1475,1,2,61,2,1,1,1,6,3,0,1,1500
241513,1,1475,3,2,21,5,4,1,1,4,3,0,4,1500
241513,1,1475,2,1,58,2,1,1,1,2,3,0,7,1500
286237,1,1427,1,2,76,4,1,1,1,3,3,0,1,1340
172132,1,1427,1,2,72,5,1,1,1,2,3,0,1,1340
260007,1,1427,1,2,78,4,1,1,2,2,3,0,1,6000
258868,1,1815,1,1,43,2,1,1,3,5,1,3,0,2000
258868,1,1815,2,2,38,2,1,1,1,5,1,4,0,2000
258868,1,1815,3,2,12,5,1,1,1,1,3,0,3,2000
258868,1,1815,3,1,8,5,1,1,1,1,4,0,3,2000
225274,1,1714,1,1,28,1,12,1,1,6,1,3,0,15700
225274,1,1714,2,2,32,1,2,1,1,6,1,3,0,15700
301617,1,1198,1,1,82,2,1,1,1,4,3,0,1,2340
301617,1,1198,2,2,78,2,1,1,1,2,3,0,1,2340
304989,1,1277,1,1,73,2,12,1,1,6,1,1,0,11150
304989,1,1277,2,2,61,2,12,1,3,6,3,0,4,11150
304989,1,1277,3,1,29,5,2,1,1,6,1,3,0,11150
304989,1,1277,3,1,28,5,2,1,1,6,1,3,0,11150
304989,1,1277,3,1,21,5,2,1,1,5,3,0,3,11150
306336,1,1353,1,2,46,3,1,1,1,6,3,0,4,2650
306336,1,1353,3,2,22,5,1,1,1,5,1,3,0,2650
306336,1,1353,3,1,19,5,1,1,1,5,1,3,0,2650
306336,1,1353,3,1,9,5,1,1,1,1,4,0,3,2650
306336,1,1353,3,2,7,5,1,1,1,1,4,0,3,2650
303244,1,1198,1,1,82,2,1,1,1,3,3,0,1,3000
303244,1,1198,2,2,78,2,1,1,1,2,3,0,1,3000
306366,1,1273,1,2,74,4,1,1,1,2,3,0,1,2850
303971,1,1320,1,1,27,1,1,1,1,4,1,3,0,5700
303971,1,1320,2,2,28,1,1,1,1,4,1,3,0,5700
303971,1,1320,3,1,6,5,1,1,1,1,4,0,3,5700
300670,1,1384,1,1,57,2,2,1,3,6,1,3,0,11600
300670,1,1384,2,2,55,2,2,1,1,6,1,3,0,11600
300670,1,1384,3,1,26,5,2,1,1,5,3,0,3,11600
309929,1,1213,1,2,79,4,1,1,1,2,3,0,1,1400
310338,1,1213,1,2,78,4,1,1,2,2,3,0,1,1800
310868,1,1325,1,1,56,1,1,1,1,6,1,3,0,10700
310868,1,1325,2,2,55,1,1,1,1,6,1,2,0,10700
